unit_number,time_cycles,condition_id,PC1,PC2
2.0,119.0,1.0,-3.8939269,0.9323417
2.0,120.0,1.0,-5.8800383,1.1032476
2.0,121.0,1.0,-6.176316,1.7679257
2.0,122.0,1.0,-4.7366595,0.3869422
2.0,123.0,1.0,-4.965678,0.6382599
2.0,124.0,1.0,-5.7679825,0.985054
2.0,125.0,1.0,-5.036754,2.0113192
2.0,126.0,1.0,-4.2813935,0.9238161
2.0,127.0,1.0,-4.511695,0.424668
2.0,128.0,1.0,-5.306222,1.4189237
2.0,129.0,1.0,-5.4104595,1.0635897
2.0,130.0,1.0,-4.365018,1.1645746
2.0,131.0,1.0,-5.562425,1.6955875
2.0,132.0,1.0,-4.584004,1.070777
2.0,133.0,1.0,-3.7259088,0.99721706
2.0,134.0,1.0,-4.1653576,1.5512948
2.0,135.0,1.0,-5.1998377,-0.1145246
2.0,136.0,1.0,-5.9401946,1.6681583
2.0,137.0,1.0,-4.7661023,0.8760979
2.0,138.0,1.0,-4.5645742,1.5159408
2.0,139.0,1.0,-4.493635,1.0302799
2.0,140.0,1.0,-4.7862864,0.826272
2.0,141.0,1.0,-4.2492437,0.7269603
2.0,142.0,1.0,-5.071453,0.80529475
2.0,143.0,1.0,-3.2805395,0.41773129
2.0,144.0,1.0,-4.8920403,1.5579349
2.0,145.0,1.0,-4.112398,1.6371955
2.0,146.0,1.0,-4.099312,0.2624478
2.0,147.0,1.0,-3.7476935,-0.028078184
2.0,148.0,1.0,-4.6455135,0.9995185
2.0,149.0,1.0,-4.302841,0.87679434
2.0,150.0,1.0,-4.9173436,1.1187899
2.0,151.0,1.0,-4.2282195,1.1218512
2.0,152.0,1.0,-4.1766925,-0.019450516
2.0,153.0,1.0,-2.7425315,-0.2303941
2.0,154.0,1.0,-4.1846876,0.63528705
2.0,155.0,1.0,-4.2908225,1.059199
2.0,156.0,1.0,-5.172394,1.0773447
2.0,157.0,1.0,-2.2027504,1.0386338
2.0,158.0,1.0,-4.302834,1.1233923
2.0,159.0,1.0,-3.8423536,0.9261488
2.0,160.0,1.0,-2.907072,0.89374757
2.0,161.0,1.0,-3.6404245,0.69877636
2.0,162.0,1.0,-4.654545,1.0650057
2.0,163.0,1.0,-3.437466,0.8444911
2.0,164.0,1.0,-3.802909,0.54496455
2.0,165.0,1.0,-4.338152,0.9611188
2.0,166.0,1.0,-4.0778484,1.3766325
2.0,167.0,1.0,-3.2726846,1.3273618
2.0,168.0,1.0,-3.3076718,0.030835196
2.0,169.0,1.0,-2.964594,0.43319356
2.0,170.0,1.0,-3.2218225,1.2672831
2.0,171.0,1.0,-2.818785,0.9969481
2.0,172.0,1.0,-3.8634806,-0.1824368
2.0,173.0,1.0,-3.0327408,0.58708644
2.0,174.0,1.0,-2.557167,1.4319133
2.0,175.0,1.0,-2.716426,1.3158339
2.0,176.0,1.0,-3.647858,1.2929658
2.0,177.0,1.0,-3.099103,0.42893288
2.0,178.0,1.0,-2.7392244,0.77698326
2.0,179.0,1.0,-3.0704827,0.96629786
2.0,180.0,1.0,-2.4512691,0.10360438
2.0,181.0,1.0,-4.527652,0.7121792
2.0,182.0,1.0,-2.4311364,1.4893901
2.0,183.0,1.0,-2.8402174,1.0194952
2.0,184.0,1.0,-2.5757897,1.3878961
2.0,185.0,1.0,-3.5464125,1.1961721
2.0,186.0,1.0,-1.7161134,0.64979094
2.0,187.0,1.0,-1.7986283,-0.26682582
2.0,188.0,1.0,-3.1563466,0.8480799
2.0,189.0,1.0,-2.2376986,1.4083219
2.0,190.0,1.0,-2.9438887,0.5717937
2.0,191.0,1.0,-1.8689108,0.84326804
2.0,192.0,1.0,-1.4727092,1.1827546
2.0,193.0,1.0,-1.5050211,0.51681864
2.0,194.0,1.0,-0.8910856,0.4811168
2.0,195.0,1.0,-1.6216952,0.83502376
2.0,196.0,1.0,-2.049082,-0.5519761
2.0,197.0,1.0,-2.2326968,1.0606002
2.0,198.0,1.0,-1.661722,0.63949037
2.0,199.0,1.0,-1.130363,0.2610887
2.0,200.0,1.0,-1.2665879,0.7468015
2.0,201.0,1.0,-2.1989892,0.90225184
2.0,202.0,1.0,-0.455513,1.2727565
2.0,203.0,1.0,0.17169714,-0.12807378
2.0,204.0,1.0,-1.3378524,0.95957994
2.0,205.0,1.0,-1.0220811,0.4410526
2.0,206.0,1.0,-2.5266075,0.6947154
2.0,207.0,1.0,-1.3495634,1.2472169
2.0,208.0,1.0,-0.075161934,-0.39910015
2.0,209.0,1.0,-1.1037631,0.58582425
2.0,210.0,1.0,-1.5293753,0.31472534
2.0,211.0,1.0,-0.1918056,0.11201006
2.0,212.0,1.0,-0.44521117,0.5117327
2.0,213.0,1.0,-0.90175796,0.62553716
2.0,214.0,1.0,-1.7221037,0.7063315
2.0,215.0,1.0,1.5247209,-0.12308347
2.0,216.0,1.0,-1.3988221,0.62649155
2.0,217.0,1.0,0.24263597,-0.078874886
2.0,218.0,1.0,1.0021164,0.5325281
2.0,219.0,1.0,0.821151,1.0264438
2.0,220.0,1.0,0.51460886,0.40701264
2.0,221.0,1.0,-0.08492279,0.7862543
2.0,222.0,1.0,0.49470615,0.18105173
2.0,223.0,1.0,1.1123016,0.7293092
2.0,224.0,1.0,2.1692307,-0.0922741
2.0,225.0,1.0,1.0777676,0.46155974
2.0,226.0,1.0,0.6249287,-0.20450535
2.0,227.0,1.0,0.58869386,0.68162954
2.0,228.0,1.0,1.0969837,0.796134
2.0,229.0,1.0,0.87871075,0.18599407
2.0,230.0,1.0,2.1402109,0.7631836
2.0,231.0,1.0,1.3288224,-0.014019176
2.0,232.0,1.0,1.5408986,0.66942346
2.0,233.0,1.0,1.0075223,0.47259924
2.0,234.0,1.0,1.2869465,0.5334086
2.0,235.0,1.0,2.2970984,0.29677445
2.0,236.0,1.0,2.3159502,-0.2845928
2.0,237.0,1.0,3.5485356,-0.2844894
2.0,238.0,1.0,2.9952018,0.34589943
2.0,239.0,1.0,2.8464277,-0.6721426
2.0,240.0,1.0,2.0184076,1.1006681
2.0,241.0,1.0,4.1844444,-0.16909331
2.0,242.0,1.0,2.0808132,1.439889
2.0,243.0,1.0,2.8688858,0.98797894
2.0,244.0,1.0,3.3569624,0.2518079
2.0,245.0,1.0,3.7810457,0.564935
2.0,246.0,1.0,3.414378,0.026503667
2.0,247.0,1.0,4.013297,-0.27756038
2.0,248.0,1.0,4.477813,1.3825951
2.0,249.0,1.0,5.0136766,-0.2940924
2.0,250.0,1.0,3.9392273,0.22220086
2.0,251.0,1.0,4.338146,-0.3139976
2.0,252.0,1.0,5.169032,-0.07444823
2.0,253.0,1.0,4.2311497,1.3090307
2.0,254.0,1.0,5.249483,0.55948114
2.0,255.0,1.0,4.4305925,0.9168407
2.0,256.0,1.0,5.424699,0.39686412
2.0,257.0,1.0,6.072571,0.64451
2.0,258.0,1.0,5.3608284,0.39037424
2.0,259.0,1.0,6.4256973,0.38828713
2.0,260.0,1.0,5.0709486,0.39945436
2.0,261.0,1.0,6.2671165,0.531994
2.0,262.0,1.0,4.885559,0.4228809
2.0,263.0,1.0,5.6184683,0.23734856
2.0,264.0,1.0,7.763464,-0.35486004
2.0,265.0,1.0,6.340598,0.59860325
2.0,266.0,1.0,6.23748,0.34251544
2.0,267.0,1.0,6.5075054,1.313926
2.0,268.0,1.0,6.8137236,0.49306744
2.0,269.0,1.0,8.067715,-0.3422744
2.0,270.0,1.0,7.7268066,-0.3920391
2.0,271.0,1.0,10.153806,-1.0360991
2.0,272.0,1.0,7.660239,-0.66378176
2.0,273.0,1.0,8.002913,0.83673537
2.0,274.0,1.0,9.653386,-0.5205984
2.0,275.0,1.0,8.214072,0.20313108
2.0,276.0,1.0,9.868856,-0.409686
2.0,277.0,1.0,9.330492,0.92292714
2.0,278.0,1.0,9.84282,-0.14048332
2.0,279.0,1.0,10.423373,-0.12059042
2.0,280.0,1.0,9.310519,0.72327185
2.0,281.0,1.0,10.600838,-0.1740857
2.0,282.0,1.0,10.428496,0.09613786
2.0,283.0,1.0,11.070058,-0.14694324
2.0,284.0,1.0,10.730835,-0.48298237
2.0,285.0,1.0,11.205873,-0.11430329
2.0,286.0,1.0,11.1061735,0.7833991
2.0,287.0,1.0,12.635561,1.5110947
3.0,1.0,1.0,-4.85903,0.984308
3.0,2.0,1.0,-5.162315,1.2372935
3.0,3.0,1.0,-5.890566,0.8058554
3.0,4.0,1.0,-4.9259806,1.1668361
3.0,5.0,1.0,-5.59556,0.82591355
3.0,6.0,1.0,-5.71955,0.3513451
3.0,7.0,1.0,-3.8356457,0.47777072
3.0,8.0,1.0,-4.0322337,1.1761523
3.0,9.0,1.0,-5.0635786,1.2121941
3.0,10.0,1.0,-4.8658876,0.018001467
3.0,11.0,1.0,-4.5178313,0.47592962
3.0,12.0,1.0,-3.7586029,0.06913522
3.0,13.0,1.0,-5.6540184,1.2731194
3.0,14.0,1.0,-4.0943503,1.0870748
3.0,15.0,1.0,-4.7921224,0.89916885
3.0,16.0,1.0,-5.162476,0.6084375
3.0,17.0,1.0,-4.67518,0.861743
3.0,18.0,1.0,-4.47135,0.98135376
3.0,19.0,1.0,-5.631608,1.3471991
3.0,20.0,1.0,-6.0522265,0.18999699
3.0,21.0,1.0,-5.4548597,1.0700868
3.0,22.0,1.0,-4.1656203,1.439794
3.0,23.0,1.0,-5.4820743,0.9806273
3.0,24.0,1.0,-5.0818863,0.34519
3.0,25.0,1.0,-6.1696615,1.0250862
3.0,26.0,1.0,-4.650791,0.17381045
3.0,27.0,1.0,-4.576841,0.9924247
3.0,28.0,1.0,-4.9162655,0.16451143
3.0,29.0,1.0,-5.466193,1.1049567
3.0,30.0,1.0,-5.22309,0.88581526
3.0,31.0,1.0,-3.8315825,0.83738625
3.0,32.0,1.0,-4.509103,0.11054315
3.0,33.0,1.0,-5.4616833,0.9770987
3.0,34.0,1.0,-4.3579836,1.3714402
3.0,35.0,1.0,-5.2995915,1.103356
3.0,36.0,1.0,-4.3577576,1.5233713
3.0,37.0,1.0,-4.5294385,1.0962793
3.0,38.0,1.0,-3.874508,0.4791425
3.0,39.0,1.0,-4.7083116,0.86702895
3.0,40.0,1.0,-5.3647337,0.40156555
3.0,41.0,1.0,-4.831056,1.7948415
3.0,42.0,1.0,-5.401409,1.7346061
3.0,43.0,1.0,-3.0297174,0.7548729
3.0,44.0,1.0,-5.5545645,2.262686
3.0,45.0,1.0,-5.5585437,1.1420815
3.0,46.0,1.0,-2.6503954,1.293303
3.0,47.0,1.0,-4.982665,1.0487734
3.0,48.0,1.0,-4.9776626,1.0344089
3.0,49.0,1.0,-5.4402905,0.7113247
3.0,50.0,1.0,-4.340434,0.93886054
3.0,51.0,1.0,-5.001464,0.8106946
3.0,52.0,1.0,-4.8661776,1.795382
3.0,53.0,1.0,-4.780844,1.9650688
3.0,54.0,1.0,-4.0308304,0.8294537
3.0,55.0,1.0,-3.7600274,1.0672762
3.0,56.0,1.0,-4.230221,0.6973515
3.0,57.0,1.0,-3.8063722,0.42517257
3.0,58.0,1.0,-3.8165255,-0.37976167
3.0,59.0,1.0,-5.475587,1.4005195
3.0,60.0,1.0,-2.5297189,-0.59121263
3.0,61.0,1.0,-3.4394617,0.8759304
3.0,62.0,1.0,-3.1952164,0.9055116
3.0,63.0,1.0,-4.43938,1.3416982
3.0,64.0,1.0,-3.2659428,1.1567023
3.0,65.0,1.0,-5.5217676,1.5924486
3.0,66.0,1.0,-4.9924097,1.4925598
3.0,67.0,1.0,-3.99665,0.84635293
3.0,68.0,1.0,-4.2936864,1.1594425
3.0,69.0,1.0,-4.309391,1.2535899
3.0,70.0,1.0,-4.1943517,1.8327212
3.0,71.0,1.0,-3.4748569,0.8442707
3.0,72.0,1.0,-3.7910535,0.12225994
3.0,73.0,1.0,-5.0212064,1.7457088
3.0,74.0,1.0,-3.3124864,1.0585694
3.0,75.0,1.0,-3.8796763,1.5018047
3.0,76.0,1.0,-3.6911838,1.2654126
3.0,77.0,1.0,-2.607539,1.8058442
3.0,78.0,1.0,-3.3367069,0.83362675
3.0,79.0,1.0,-3.9744954,1.8905753
3.0,80.0,1.0,-4.452957,2.2355268
3.0,81.0,1.0,-3.153703,0.7069416
3.0,82.0,1.0,-2.9906683,2.360029
3.0,83.0,1.0,-3.7211223,1.735802
3.0,84.0,1.0,-3.236167,1.1609203
3.0,85.0,1.0,-2.948525,1.6673512
3.0,86.0,1.0,-2.84135,1.9036342
